TimestampUtc,MachineID,MachineType,MachineAgeYears,MachineTotalEngineHours,OperatorID,OperatorSkillLevel,OperatorExperienceYears,ShiftType,TaskID,FuelUsedL,FuelLevelPercent,LoadCycles,IdlingTimeMin,ActiveTimeMin,EngineTemperatureC,HydraulicPressureBar,VibrationLevel,TiltAngleDeg,ProximityDistanceM,ProximityHazardTriggered,SeatbeltStatus,SafetyAlertTriggered,AlertType,WeatherCondition,AmbientTemperatureC,SiteZoneID
2025-05-02 14:00:00,EXC001,Excavator,7,1797.87,OP008,Beginner,0,Day,T00021,6.88,62.71,7,51.14,77.18,78.66,217.39,2.42,2.69,7.34,No,Fastened,No,None,Windy,16.59,Zone-A
2025-05-02 16:00:00,EXC001,Excavator,7,1799.87,OP001,Beginner,0,Day,T00022,6.28,58.95,9,22.23,81.51,75.67,233.50,3.09,1.15,6.74,No,Fastened,No,None,Windy,16.59,Zone-A
2025-05-02 18:00:00,EXC001,Excavator,7,1801.87,OP003,Beginner,2,Night,T00023,7.98,54.16,4,29.59,88.33,79.25,207.18,1.61,0.74,11.12,No,Fastened,No,None,Windy,16.59,Zone-A
2025-05-02 20:00:00,EXC001,Excavator,7,1803.87,OP017,Intermediate,6,Night,T00024,7.71,49.53,8,27.00,91.20,73.76,214.46,3.97,0.36,20.85,No,Fastened,No,None,Windy,16.59,Zone-A
2025-05-02 22:00:00,EXC001,Excavator,7,1805.87,OP020,Intermediate,6,Night,T00025,7.27,45.17,12,37.47,85.32,76.99,219.92,2.69,3.12,11.63,No,Fastened,No,None,Windy,16.59,Zone-A
2025-05-03 00:00:00,EXC001,Excavator,7,1807.87,OP008,Beginner,0,Night,T00026,7.37,40.74,9,50.85,77.24,78.92,191.88,2.09,0.94,16.03,No,Unfastened,Yes,Seatbelt,Sunny,27.44,Zone-A
2025-05-03 02:00:00,EXC001,Excavator,7,1809.87,OP003,Beginner,2,Night,T00027,8.50,35.64,10,29.95,100.66,79.14,207.76,0.00,1.66,1.50,Yes,Fastened,Yes,Proximity,Sunny,27.44,Zone-A
2025-05-03 04:00:00,EXC001,Excavator,7,1811.87,OP015,Expert,9,Night,T00028,8.10,30.78,9,22.95,100.29,81.83,236.32,2.80,0.56,10.93,No,Fastened,No,None,Sunny,27.44,Zone-A
2025-05-03 06:00:00,EXC001,Excavator,7,1813.87,OP002,Expert,10,Day,T00029,8.34,25.77,7,19.48,102.90,80.34,197.21,2.31,2.18,20.77,No,Fastened,No,None,Sunny,27.44,Zone-A
2025-05-03 08:00:00,EXC001,Excavator,7,1815.87,OP005,Intermediate,3,Day,T00030,8.48,20.68,9,22.42,104.74,78.63,233.40,4.58,0.38,0.81,Yes,Fastened,Yes,Proximity,Sunny,27.44,Zone-A
2025-05-03 10:00:00,EXC001,Excavator,7,1817.87,OP009,Beginner,2,Day,T00031,6.95,16.51,7,31.11,81.27,78.82,235.18,2.50,1.41,1.93,Yes,Fastened,Yes,Proximity,Sunny,27.44,Zone-A
2025-05-03 12:00:00,EXC001,Excavator,7,1819.87,OP010,Beginner,0,Day,T00032,7.88,96.84,8,22.68,95.52,86.57,223.86,1.22,0.71,6.18,No,Fastened,No,None,Sunny,27.44,Zone-A
2025-05-03 14:00:00,EXC001,Excavator,7,1821.87,OP018,Intermediate,4,Day,T00033,8.33,91.84,7,19.55,106.17,79.78,197.88,2.28,3.46,22.61,No,Fastened,No,None,Sunny,27.44,Zone-A
2025-05-03 16:00:00,EXC001,Excavator,7,1823.87,OP007,Intermediate,3,Day,T00034,6.26,88.08,9,20.14,82.83,80.62,210.27,2.88,2.03,3.40,No,Fastened,No,None,Sunny,27.44,Zone-A
2025-05-03 18:00:00,EXC001,Excavator,7,1825.87,OP017,Intermediate,6,Night,T00035,7.77,83.42,12,20.09,99.87,81.20,223.10,3.74,2.00,14.09,No,Fastened,No,None,Sunny,27.44,Zone-A
2025-05-03 20:00:00,EXC001,Excavator,7,1827.87,OP018,Intermediate,4,Night,T00036,8.46,78.35,7,20.76,99.76,83.79,198.99,2.64,0.67,13.18,No,Fastened,No,None,Sunny,27.44,Zone-A
2025-05-03 22:00:00,EXC001,Excavator,7,1829.87,OP011,Intermediate,3,Night,T00037,8.63,73.17,6,14.84,109.37,76.88,225.05,0.34,0.93,2.91,No,Fastened,No,None,Sunny,27.44,Zone-A
2025-05-04 00:00:00,EXC001,Excavator,7,1831.87,OP004,Beginner,1,Night,T00038,7.44,68.71,7,42.56,83.18,77.62,218.33,4.50,0.96,6.49,No,Fastened,No,None,Sunny,26.52,Zone-A
2025-05-04 02:00:00,EXC001,Excavator,7,1833.87,OP003,Beginner,2,Night,T00039,7.93,63.95,11,29.37,87.50,79.97,197.44,1.28,0.73,16.17,No,Fastened,No,None,Sunny,26.52,Zone-A
2025-05-04 04:00:00,EXC001,Excavator,7,1835.87,OP015,Expert,9,Night,T00040,9.08,58.50,9,23.02,106.62,75.11,228.53,1.94,1.35,12.85,No,Fastened,No,None,Sunny,26.52,Zone-A
2025-05-04 06:00:00,EXC001,Excavator,7,1837.87,OP006,Intermediate,6,Day,T00041,7.15,54.21,7,20.29,94.54,76.85,173.11,3.40,2.44,0.20,Yes,Fastened,Yes,Proximity,Sunny,26.52,Zone-A
2025-05-04 08:00:00,EXC001,Excavator,7,1839.87,OP006,Intermediate,6,Day,T00042,8.00,49.41,7,18.22,101.66,77.16,221.41,3.61,2.71,12.83,No,Fastened,No,None,Sunny,26.52,Zone-A
2025-05-04 10:00:00,EXC001,Excavator,7,1841.87,OP012,Beginner,2,Day,T00043,8.45,44.34,7,30.99,96.47,77.15,210.39,0.45,0.37,11.63,No,Unfastened,Yes,Seatbelt,Sunny,26.52,Zone-A
2025-05-04 12:00:00,EXC001,Excavator,7,1843.87,OP010,Beginner,0,Day,T00044,5.60,40.98,4,33.79,71.60,72.26,222.40,4.45,2.14,7.72,No,Fastened,No,None,Sunny,26.52,Zone-A
2025-05-04 14:00:00,EXC001,Excavator,7,1845.87,OP014,Beginner,2,Day,T00045,7.25,36.63,2,30.24,92.54,72.72,180.89,2.75,0.62,6.19,No,Fastened,No,None,Sunny,26.52,Zone-A
2025-05-04 16:00:00,EXC001,Excavator,7,1847.87,OP003,Beginner,2,Day,T00046,7.23,32.29,7,33.29,94.42,83.08,199.58,3.01,1.81,14.62,No,Unfastened,Yes,Seatbelt,Sunny,26.52,Zone-A
2025-05-04 18:00:00,EXC001,Excavator,7,1849.87,OP008,Beginner,0,Night,T00047,6.14,28.61,6,55.20,65.29,77.38,194.23,4.36,1.30,2.38,Yes,Unfastened,Yes,Seatbelt,Sunny,26.52,Zone-A
2025-05-04 20:00:00,EXC001,Excavator,7,1851.87,OP011,Intermediate,3,Night,T00048,8.02,23.79,15,25.71,103.77,86.45,233.52,1.77,0.94,10.22,No,Fastened,No,None,Sunny,26.52,Zone-A
2025-05-04 22:00:00,EXC001,Excavator,7,1853.87,OP018,Intermediate,4,Night,T00049,7.89,19.06,8,24.55,99.39,86.32,193.67,3.82,0.18,15.07,No,Fastened,No,None,Sunny,26.52,Zone-A
2025-05-05 00:00:00,EXC001,Excavator,7,1855.87,OP001,Beginner,0,Night,T00050,6.10,15.40,5,31.76,82.96,76.25,212.35,4.07,1.98,21.78,No,Fastened,No,None,Cloudy,29.48,Zone-A
2025-05-05 02:00:00,EXC001,Excavator,7,1857.87,OP002,Expert,10,Night,T00051,9.27,95.02,6,12.22,115.04,79.90,195.90,1.32,1.22,10.22,No,Fastened,No,None,Cloudy,29.48,Zone-A
2025-05-05 04:00:00,EXC001,Excavator,7,1859.87,OP013,Intermediate,3,Night,T00052,5.86,91.51,3,32.57,79.56,77.08,176.64,5.20,2.17,12.50,No,Fastened,No,None,Cloudy,29.48,Zone-A
2025-05-05 06:00:00,EXC001,Excavator,7,1861.87,OP002,Expert,10,Day,T00053,7.66,86.91,9,18.00,96.24,76.99,222.16,2.36,0.89,17.46,No,Fastened,No,None,Cloudy,29.48,Zone-A
2025-05-05 08:00:00,EXC001,Excavator,7,1863.87,OP013,Intermediate,3,Day,T00054,7.69,82.30,12,16.42,101.15,82.62,234.01,1.47,3.38,14.73,No,Fastened,No,None,Cloudy,29.48,Zone-A
2025-05-05 10:00:00,EXC001,Excavator,7,1865.87,OP004,Beginner,1,Day,T00055,7.57,77.76,0,34.25,75.54,76.89,187.23,5.49,1.61,3.91,No,Fastened,No,None,Cloudy,29.48,Zone-A
2025-05-05 12:00:00,EXC001,Excavator,7,1867.87,OP017,Intermediate,6,Day,T00056,8.98,72.37,9,18.22,102.85,81.01,217.12,3.74,2.15,5.69,No,Fastened,No,None,Cloudy,29.48,Zone-A
2025-05-05 14:00:00,EXC001,Excavator,7,1869.87,OP015,Expert,9,Day,T00057,8.14,67.49,11,11.30,107.40,75.77,217.65,2.25,2.98,8.41,No,Fastened,No,None,Cloudy,29.48,Zone-A
2025-05-05 16:00:00,EXC001,Excavator,7,1871.87,OP004,Beginner,1,Day,T00058,8.71,62.26,0,22.58,105.46,79.19,194.81,3.79,0.05,20.39,No,Fastened,No,None,Cloudy,29.48,Zone-A
2025-05-05 18:00:00,EXC001,Excavator,7,1873.87,OP020,Intermediate,6,Night,T00059,8.03,57.44,5,25.21,100.96,81.33,195.00,3.96,0.58,14.97,No,Fastened,No,None,Cloudy,29.48,Zone-A
2025-05-05 20:00:00,EXC001,Excavator,7,1875.87,OP010,Beginner,0,Night,T00060,6.32,53.65,3,43.05,68.07,73.76,198.31,4.78,2.27,13.57,No,Fastened,No,None,Cloudy,29.48,Zone-A
2025-05-05 22:00:00,EXC001,Excavator,7,1877.87,OP014,Beginner,2,Night,T00061,6.54,49.73,11,31.17,75.96,77.96,219.69,3.32,1.89,14.10,No,Fastened,No,None,Cloudy,29.48,Zone-A
2025-05-06 00:00:00,EXC001,Excavator,7,1879.87,OP009,Beginner,2,Night,T00062,6.66,45.73,5,31.74,86.40,79.50,205.50,2.73,0.79,18.31,No,Fastened,No,None,Snowy,14.93,Zone-A
2025-05-06 02:00:00,EXC001,Excavator,7,1881.87,OP007,Intermediate,3,Night,T00063,7.88,41.00,4,19.19,95.74,76.25,189.16,3.67,1.99,12.88,No,Fastened,No,None,Snowy,14.93,Zone-A
2025-05-06 04:00:00,EXC001,Excavator,7,1883.87,OP014,Beginner,2,Night,T00064,7.81,36.31,9,35.33,94.13,79.99,209.60,3.09,1.78,17.80,No,Fastened,No,None,Snowy,14.93,Zone-A
2025-05-06 06:00:00,EXC001,Excavator,7,1885.87,OP017,Intermediate,6,Day,T00065,8.59,31.16,4,21.78,103.07,74.92,214.27,1.86,0.12,23.21,No,Fastened,No,None,Snowy,14.93,Zone-A
2025-05-06 08:00:00,EXC001,Excavator,7,1887.87,OP013,Intermediate,3,Day,T00066,7.59,26.60,6,9.17,105.00,78.27,226.33,1.44,0.56,15.68,No,Fastened,No,None,Snowy,14.93,Zone-A
2025-05-06 10:00:00,EXC001,Excavator,7,1889.87,OP017,Intermediate,6,Day,T00067,7.47,22.12,8,17.51,99.16,79.45,206.93,3.18,0.60,6.89,No,Fastened,No,None,Snowy,14.93,Zone-A
2025-05-06 12:00:00,EXC001,Excavator,7,1891.87,OP013,Intermediate,3,Day,T00068,8.17,17.22,8,14.86,113.20,77.65,228.44,3.32,0.22,11.30,No,Fastened,No,None,Snowy,14.93,Zone-A
2025-05-06 14:00:00,EXC001,Excavator,7,1893.87,OP020,Intermediate,6,Day,T00069,7.17,80.96,9,27.79,88.07,76.47,213.71,0.99,3.47,19.39,No,Fastened,No,None,Snowy,14.93,Zone-A
2025-05-06 16:00:00,EXC001,Excavator,7,1895.87,OP009,Beginner,2,Day,T00070,7.54,76.43,5,22.15,89.87,72.83,218.70,3.58,0.66,12.46,No,Fastened,No,None,Snowy,14.93,Zone-A
2025-05-06 18:00:00,EXC001,Excavator,7,1897.87,OP018,Intermediate,4,Night,T00071,6.93,72.28,12,29.46,87.79,79.97,226.78,3.31,2.66,22.34,No,Fastened,No,None,Snowy,14.93,Zone-A
2025-05-06 20:00:00,EXC001,Excavator,7,1899.87,OP007,Intermediate,3,Night,T00072,6.89,68.14,10,32.13,86.96,83.01,232.47,1.82,3.37,11.17,No,Fastened,No,None,Snowy,14.93,Zone-A
2025-05-06 22:00:00,EXC001,Excavator,7,1901.87,OP015,Expert,9,Night,T00073,8.83,62.84,10,19.84,101.45,73.60,227.35,2.86,3.21,13.98,No,Fastened,No,None,Snowy,14.93,Zone-A
2025-05-07 00:00:00,EXC001,Excavator,7,1903.87,OP014,Beginner,2,Night,T00074,8.44,57.78,0,30.47,102.86,79.15,227.53,2.77,0.44,1.32,Yes,Fastened,Yes,Proximity,Rainy,21.41,Zone-A
2025-05-07 02:00:00,EXC001,Excavator,7,1905.87,OP019,Intermediate,6,Night,T00075,5.10,54.72,9,39.95,72.22,71.84,192.19,0.77,0.34,13.63,No,Fastened,No,None,Rainy,21.41,Zone-A
2025-05-07 04:00:00,EXC001,Excavator,7,1907.87,OP009,Beginner,2,Night,T00076,8.11,49.85,8,30.63,93.26,76.98,213.27,2.45,1.54,4.69,No,Fastened,No,None,Rainy,21.41,Zone-A
2025-05-07 06:00:00,EXC001,Excavator,7,1909.87,OP008,Beginner,0,Day,T00077,7.55,45.32,5,48.65,82.43,80.32,214.87,1.75,1.39,4.04,No,Fastened,No,None,Rainy,21.41,Zone-A
2025-05-07 08:00:00,EXC001,Excavator,7,1911.87,OP018,Intermediate,4,Day,T00078,7.76,40.66,9,20.12,100.30,78.07,218.31,4.27,1.89,23.87,No,Fastened,No,None,Rainy,21.41,Zone-A
2025-05-07 10:00:00,EXC001,Excavator,7,1913.87,OP001,Beginner,0,Day,T00079,6.77,36.60,0,20.85,84.78,79.08,189.26,3.17,2.13,22.43,No,Fastened,No,None,Rainy,21.41,Zone-A
2025-05-07 12:00:00,EXC001,Excavator,7,1915.87,OP006,Intermediate,6,Day,T00080,8.31,31.61,8,30.71,104.87,76.84,201.11,2.21,1.43,3.28,No,Fastened,No,None,Rainy,21.41,Zone-A
2025-05-07 14:00:00,EXC001,Excavator,7,1917.87,OP010,Beginner,0,Day,T00081,7.33,27.21,4,35.78,84.05,77.99,221.08,2.76,0.87,20.71,No,Fastened,No,None,Rainy,21.41,Zone-A
2025-05-07 16:00:00,EXC001,Excavator,7,1919.87,OP010,Beginner,0,Day,T00082,8.40,22.17,13,17.57,104.37,82.76,204.55,4.21,1.65,12.71,No,Fastened,No,None,Rainy,21.41,Zone-A
2025-05-07 18:00:00,EXC001,Excavator,7,1921.87,OP016,Expert,10,Night,T00083,8.15,17.28,10,25.45,90.35,74.88,207.67,3.18,0.61,13.41,No,Fastened,No,None,Rainy,21.41,Zone-A
2025-05-07 20:00:00,EXC001,Excavator,7,1923.87,OP001,Beginner,0,Night,T00084,5.89,78.10,6,41.94,64.15,74.38,207.95,0.61,0.03,10.78,No,Fastened,No,None,Rainy,21.41,Zone-A
2025-05-07 22:00:00,EXC001,Excavator,7,1925.87,OP017,Intermediate,6,Night,T00085,8.37,73.08,9,32.76,99.69,81.01,207.45,1.08,2.32,8.42,No,Fastened,No,None,Rainy,21.41,Zone-A
2025-05-08 00:00:00,EXC001,Excavator,7,1927.87,OP014,Beginner,2,Night,T00086,7.00,68.88,12,45.31,76.03,77.45,225.35,2.36,1.79,9.25,No,Fastened,No,None,Sunny,27.51,Zone-A
2025-05-08 02:00:00,EXC001,Excavator,7,1929.87,OP014,Beginner,2,Night,T00087,7.67,64.28,9,34.54,94.17,79.94,246.68,4.03,0.40,10.34,No,Fastened,No,None,Sunny,27.51,Zone-A
2025-05-08 04:00:00,EXC001,Excavator,7,1931.87,OP012,Beginner,2,Night,T00088,7.08,60.03,0,40.19,90.29,70.36,189.72,2.02,1.90,18.46,No,Fastened,No,None,Sunny,27.51,Zone-A
2025-05-08 06:00:00,EXC001,Excavator,7,1933.87,OP018,Intermediate,4,Day,T00089,6.48,56.14,6,34.29,79.34,76.01,219.55,3.53,0.61,15.75,No,Fastened,No,None,Sunny,27.51,Zone-A
2025-05-08 08:00:00,EXC001,Excavator,7,1935.87,OP004,Beginner,1,Day,T00090,7.09,51.88,8,36.38,84.37,81.83,223.28,2.04,0.08,9.79,No,Fastened,No,None,Sunny,27.51,Zone-A
2025-05-08 10:00:00,EXC001,Excavator,7,1937.87,OP004,Beginner,1,Day,T00091,7.71,47.26,7,37.51,91.64,75.24,221.23,2.46,1.04,0.95,Yes,Fastened,Yes,Proximity,Sunny,27.51,Zone-A
2025-05-08 12:00:00,EXC001,Excavator,7,1939.87,OP007,Intermediate,3,Day,T00092,7.53,42.75,6,17.64,97.37,73.07,199.11,3.13,1.17,24.57,No,Fastened,No,None,Sunny,27.51,Zone-A
2025-05-08 14:00:00,EXC001,Excavator,7,1941.87,OP006,Intermediate,6,Day,T00093,7.51,38.24,6,27.30,92.91,79.01,227.09,2.01,1.61,11.76,No,Fastened,No,None,Sunny,27.51,Zone-A
2025-05-08 16:00:00,EXC001,Excavator,7,1943.87,OP005,Intermediate,3,Day,T00094,7.92,33.49,5,19.66,98.56,74.96,219.44,3.32,0.57,15.52,No,Fastened,No,None,Sunny,27.51,Zone-A
2025-05-08 18:00:00,EXC001,Excavator,7,1945.87,OP015,Expert,9,Night,T00095,6.65,29.50,8,16.42,86.62,78.57,212.92,1.10,1.34,16.54,No,Fastened,No,None,Sunny,27.51,Zone-A
2025-05-08 20:00:00,EXC001,Excavator,7,1947.87,OP003,Beginner,2,Night,T00096,6.35,25.69,8,37.65,77.82,76.56,234.34,2.93,1.05,5.49,No,Fastened,No,None,Sunny,27.51,Zone-A
2025-05-08 22:00:00,EXC001,Excavator,7,1949.87,OP014,Beginner,2,Night,T00097,7.39,21.26,5,34.80,87.12,78.34,209.84,2.56,2.31,11.37,No,Fastened,No,None,Sunny,27.51,Zone-A
2025-05-09 00:00:00,EXC001,Excavator,7,1951.87,OP002,Expert,10,Night,T00098,7.36,16.84,6,25.43,97.08,81.14,244.39,4.02,0.60,14.11,No,Fastened,No,None,Cloudy,27.60,Zone-A
2025-05-09 02:00:00,EXC001,Excavator,7,1953.87,OP013,Intermediate,3,Night,T00099,7.17,89.23,4,20.34,97.47,80.83,224.42,2.63,0.37,11.40,No,Fastened,No,None,Cloudy,27.60,Zone-A
2025-05-09 04:00:00,EXC001,Excavator,7,1955.87,OP014,Beginner,2,Night,T00100,8.07,84.39,5,28.57,103.33,72.61,207.66,3.70,2.39,7.47,No,Fastened,No,None,Cloudy,27.60,Zone-A
2025-05-09 06:00:00,EXC001,Excavator,7,1957.87,OP017,Intermediate,6,Day,T00101,8.14,79.51,8,25.45,100.44,80.77,208.52,4.69,0.69,15.67,No,Fastened,No,None,Cloudy,27.60,Zone-A
2025-05-09 08:00:00,EXC001,Excavator,7,1959.87,OP008,Beginner,0,Day,T00102,6.13,75.83,5,45.17,69.38,79.46,215.55,3.66,1.15,1.12,Yes,Unfastened,Yes,Seatbelt,Cloudy,27.60,Zone-A
2025-05-09 10:00:00,EXC001,Excavator,7,1961.87,OP006,Intermediate,6,Day,T00103,7.63,71.25,5,24.34,96.90,78.80,211.90,2.28,0.08,8.66,No,Fastened,No,None,Cloudy,27.60,Zone-A
2025-05-09 12:00:00,EXC001,Excavator,7,1963.87,OP013,Intermediate,3,Day,T00104,7.90,66.51,9,18.21,96.81,75.83,216.57,3.15,2.30,10.88,No,Fastened,No,None,Cloudy,27.60,Zone-A
2025-05-09 14:00:00,EXC001,Excavator,7,1965.87,OP018,Intermediate,4,Day,T00105,8.10,61.65,6,28.87,111.27,78.33,219.95,2.69,0.30,16.52,No,Unfastened,Yes,Seatbelt,Cloudy,27.60,Zone-A
2025-05-09 16:00:00,EXC001,Excavator,7,1967.87,OP018,Intermediate,4,Day,T00106,7.85,56.94,8,21.56,97.71,82.05,192.93,1.27,1.35,17.01,No,Fastened,No,None,Cloudy,27.60,Zone-A
2025-05-09 18:00:00,EXC001,Excavator,7,1969.87,OP001,Beginner,0,Night,T00107,5.61,53.58,4,49.03,71.95,79.09,210.41,3.58,1.28,7.57,No,Fastened,No,None,Cloudy,27.60,Zone-A
2025-05-09 20:00:00,EXC001,Excavator,7,1971.87,OP015,Expert,9,Night,T00108,7.23,49.24,6,29.54,93.92,75.18,211.54,4.39,0.11,12.56,No,Fastened,No,None,Cloudy,27.60,Zone-A
2025-05-09 22:00:00,EXC001,Excavator,7,1973.87,OP003,Beginner,2,Night,T00109,7.16,44.94,7,30.06,88.42,76.54,245.31,5.95,0.45,8.86,No,Fastened,No,None,Cloudy,27.60,Zone-A
2025-05-10 00:00:00,EXC001,Excavator,7,1975.87,OP011,Intermediate,3,Night,T00110,7.81,40.26,7,24.47,99.46,73.68,227.30,1.59,0.25,17.28,No,Fastened,No,None,Rainy,23.94,Zone-A
2025-05-10 02:00:00,EXC001,Excavator,7,1977.87,OP014,Beginner,2,Night,T00111,7.40,35.81,1,33.55,90.97,78.19,218.99,2.97,0.42,17.29,No,Fastened,No,None,Rainy,23.94,Zone-A
2025-05-10 04:00:00,EXC001,Excavator,7,1979.87,OP001,Beginner,0,Night,T00112,6.98,31.63,3,36.06,73.36,78.68,209.74,2.95,0.13,11.84,No,Fastened,No,None,Rainy,23.94,Zone-A
2025-05-10 06:00:00,EXC001,Excavator,7,1981.87,OP003,Beginner,2,Day,T00113,7.56,27.09,5,24.91,91.08,82.45,237.91,3.53,1.55,8.93,No,Fastened,No,None,Rainy,23.94,Zone-A
2025-05-10 08:00:00,EXC001,Excavator,7,1983.87,OP001,Beginner,0,Day,T00114,7.36,22.67,4,30.84,90.12,74.95,229.09,3.72,0.28,9.88,No,Fastened,No,None,Rainy,23.94,Zone-A
2025-05-10 10:00:00,EXC001,Excavator,7,1985.87,OP016,Expert,10,Day,T00115,9.16,17.18,20,11.08,114.25,83.50,217.89,1.33,2.72,17.83,No,Fastened,No,None,Rainy,23.94,Zone-A
2025-05-10 12:00:00,EXC001,Excavator,7,1987.87,OP008,Beginner,0,Day,T00116,6.04,90.26,7,53.73,65.94,80.82,203.43,3.27,0.88,4.48,No,Unfastened,Yes,Seatbelt,Rainy,23.94,Zone-A
2025-05-10 14:00:00,EXC001,Excavator,7,1989.87,OP011,Intermediate,3,Day,T00117,7.15,85.97,14,28.15,91.19,80.76,221.95,3.93,0.08,18.59,No,Fastened,No,None,Rainy,23.94,Zone-A
2025-05-10 16:00:00,EXC001,Excavator,7,1991.87,OP006,Intermediate,6,Day,T00118,8.25,81.02,5,23.23,107.30,79.54,198.27,2.07,0.09,16.38,No,Fastened,No,None,Rainy,23.94,Zone-A
2025-05-10 18:00:00,EXC001,Excavator,7,1993.87,OP015,Expert,9,Night,T00119,8.05,76.19,6,25.18,90.26,79.40,218.04,3.16,0.41,8.16,No,Fastened,No,None,Rainy,23.94,Zone-A
